0, 1 
1, 0 
2, 2 
3, 1 
4, 1 
5, 2 
6, 3 
7, 5 
8, 2 
9, 6 
10, 10 
11, 10 
12, 18 
13, 14 
14, 81 
15, 45 
16, 37 
17, 104 
18, 92 
19, 103 
20, 95 
21, 114 
22, 176 
23, 220 
24, 164 
25, 304 
26, 299 
27, 230 
28, 310 
29, 289 
30, 293 
31, 373 
32, 333 
33, 424 
34, 310 
35, 344 
36, 301 
37, 430 
38, 426 
39, 529 
40, 426 
41, 286 
42, 312 
43, 392 
44, 356 
45, 534 
46, 445 
47, 478 
48, 358 
49, 419 
50, 325 
51, 464 
52, 516 
53, 494 
54, 552 
55, 473 
56, 482 
57, 552 
58, 770 
59, 888 
60, 985 
61, 1427 
62, 1228 
63, 980 
64, 1373 
65, 1032 
66, 1533 
67, 1391 
68, 1247 
69, 1647 
70, 1197 
71, 1658 
72, 2660 
73, 2659 
74, 2502 
75, 1886 
76, 2353 
77, 2278 
78, 3520 
79, 4038 
80, 3964 
81, 4276 
82, 3536 
83, 3709 
84, 4895 
85, 3964 
86, 4328 
87, 4654 
88, 3695 
89, 4220 
90, 4830 
91, 5471 
92, 3527 
93, 4942 
94, 4664 
95, 4207 
96, 5246 
97, 6405 
98, 4696 
99, 3913 
100, 5737 
101, 5596 
102, 6754 
103, 6509 
104, 6938 
105, 5143 
106, 5013 
107, 4757 
108, 4475 
109, 6290 
110, 5355 
111, 5607 
112, 4608 
113, 3804 
114, 3649 
115, 4648 
116, 4296 
117, 4406 
118, 4216 
119, 4017 
120, 3394 
121, 2650 
122, 2498 
123, 3548 
124, 3758 
125, 3685 
126, 3025 
127, 2462 
128, 2064 
129, 3133 
130, 3058 
131, 2755 
132, 3012 
133, 2616 
134, 1836 
135, 1712 
136, 2475 
137, 2840 
138, 2185 
139, 2082 
140, 2099 
141, 1656 
142, 1741 
143, 2371 
144, 2545 
145, 2287 
146, 2198 
147, 2133 
148, 1876 
149, 1773 
150, 1948 
151, 2123 
152, 1979 
153, 2081 
154, 1762 
155, 1462 
156, 1781 
157, 1947 
158, 2149 
159, 2201 
160, 2036 
161, 1988 
162, 1566 
163, 1540 
164, 1852 
165, 2077 
166, 1777 
167, 2086 
168, 1556 
169, 1336 
170, 1233 
171, 1813 
172, 1920 
173, 1926 
174, 1942 
175, 1903 
176, 1406 
177, 1371 
178, 1739 
179, 1868 
180, 2033 
181, 1966 
182, 1753 
183, 1415 
184, 1582 
185, 1758 
186, 1965 
187, 1961 
188, 2077 
189, 1764 
190, 1263 
191, 1482 
192, 1639 
193, 1860 
194, 2135 
195, 2082 
196, 1685 
197, 1536 
198, 1305 
199, 1860 
200, 1673 
201, 1848 
202, 1600 
203, 1194 
204, 1054 
205, 1372 
206, 1731 
207, 2222 
208, 2109 
209, 1923 
210, 1770 
211, 1622 
212, 1684 
213, 1760 
214, 1839 
215, 1880 
216, 1708 
217, 1567 
218, 1554 
219, 1131 
220, 1575 
221, 1750 
222, 1824 
223, 1776 
224, 1517 
225, 1392 
226, 1089 
227, 1122 
228, 1689 
229, 1811 
230, 1759 
231, 1545 
232, 1099 
233, 1152 
234, 1495 
235, 1773 
236, 1631 
237, 1540 
238, 1505 
239, 922 
240, 1004 
241, 1519 
242, 1529 
243, 1686 
244, 1607 
245, 1314 
246, 1009 
247, 846 
248, 1540 
249, 1801 
250, 1568 
251, 1576 
252, 1318 
253, 1083 
254, 904 
255, 1631 
256, 1592 
257, 1644 
258, 1597 
259, 1331 
260, 1003 
261, 945 
262, 1455 
263, 1573 
264, 1550 
265, 1497 
266, 1440 
267, 1005 
268, 1004 
269, 1564 
270, 1570 
271, 1718 
272, 1489 
273, 1313 
274, 1119 
275, 1035 
276, 1507 
277, 1729 
278, 1533 
279, 1710 
280, 1760 
281, 1389 
282, 1247 
283, 1662 
284, 1531 
285, 1807 
286, 2139 
287, 1911 
288, 1498 
289, 1402 
290, 1998 
291, 2404 
292, 2217 
293, 2191 
294, 1943 
295, 1699 
296, 1726 
297, 2395 
298, 2520 
299, 2564 
300, 1711 
301, 1923 
302, 1958 
303, 1961 
304, 3022 
305, 3588 
306, 3338 
307, 2289 
308, 2450 
309, 2457 
310, 2378 
311, 3685 
312, 4201 
313, 4361 
314, 4181 
315, 3970 
316, 3238 
317, 3394 
318, 4177 
319, 4471 
320, 4313 
321, 4340 
322, 3918 
323, 3400 
324, 3583 
325, 4363 
326, 4956 
327, 4550 
328, 4498 
329, 4068 
330, 3322 
331, 3371 
332, 4260 
333, 4606 
334, 4160 
335, 4209 
336, 3779 
337, 3138 
338, 2616 
339, 3589 
340, 3786 
341, 4063 
342, 3804 
343, 3464 
344, 2829 
345, 2399 
346, 3729 
347, 4169 
348, 3920 
349, 3815 
350, 3333 
351, 2547 
352, 2330 
353, 3866 
354, 3827 
355, 3893 
356, 3618 
357, 3547 
358, 2356 
359, 2554 
360, 4181 
361, 4586 
362, 4523 
363, 4208 
364, 4082 
365, 2747 
366, 3053 
367, 4567 
368, 5325 
369, 5037 
370, 5280 
371, 4733 
372, 3528 
373, 3958 
374, 5566 
375, 5983 
376, 5928 
377, 5734 
378, 5117 
379, 4591 
380, 4395 
381, 6249 
382, 6604 
383, 7084 
384, 6836 
385, 6155 
386, 4948 
387, 4826 
388, 7023 
389, 7626 
390, 7588 
391, 7326 
392, 7247 
393, 5394 
394, 6053 
395, 7830 
396, 8112 
397, 8028 
398, 7304 
399, 5807 
400, 5164 
401, 5134 
402, 8195 
403, 9171 
404, 8124 
405, 7945 
406, 6372 
407, 5718 
408, 5497 
409, 7357 
410, 7590 
411, 7696 
412, 7294 
413, 6643 
414, 5071 
415, 4914 
416, 6832 
417, 7525 
418, 6796 
419, 6638 
420, 6078 
421, 4141 
422, 4416 
423, 6889 
424, 7199 
425, 6469 
426, 6122 
427, 4874 
428, 3198 
429, 3791 
430, 6202 
431, 6574 
432, 6219 
433, 5521 
434, 5357 
435, 3771 
436, 3920 
437, 6181 
438, 6903 
439, 6769 
440, 6320 
441, 5566 
442, 3787 
443, 4778 
444, 7680 
445, 7614 
446, 7514 
447, 6519 
448, 5374 
449, 4188 
450, 5176 
451, 8117 
452, 8680 
453, 8426 
454, 7772 
455, 6882 
456, 5040 
457, 5631 
458, 8150 
459, 8273 
460, 8867 
461, 7768 
462, 6958 
463, 5568 
464, 5369 
465, 7716 
466, 7972 
467, 7624 
468, 7529 
469, 6234 
470, 4607 
471, 4347 
472, 6683 
473, 6770 
474, 6263 
475, 5753 
476, 5252 
477, 3464 
478, 2768 
479, 3448 
480, 5628 
481, 5208 
482, 4488 
483, 4075 
484, 2648 
485, 2148 
486, 2677 
487, 4086 
488, 3880 
489, 3368 
490, 2852 
491, 1885 
492, 1892 
493, 3193 
494, 2906 
495, 2696 
496, 2330 
497, 2160 
498, 1278 
499, 1227 
500, 2336 
501, 2031 
502, 1874 
503, 1419 
504, 1015 
505, 902 
506, 989 
507, 1861 
508, 1656 
509, 1407 
510, 1446 
511, 1185 
512, 753 
513, 828 
514, 1383 
515, 1355 
516, 1152 
517, 1185 
518, 921 
519, 616 
520, 674 
521, 1223 
522, 1147 
523, 940 
524, 868 
525, 871 
526, 514 
527, 584 
528, 1128 
529, 882 
530, 877 
531, 904 
532, 754 
533, 405 
534, 503 
535, 899 
536, 763 
537, 698 
538, 679 
539, 591 
540, 387 
541, 392 
542, 801 
543, 672 
544, 607 
545, 603 
546, 512 
547, 315 
548, 375 
549, 594 
550, 504 
551, 477 
552, 430 
553, 435 
554, 273 
555, 358 
556, 515 
557, 518 
558, 489 
559, 449 
560, 426 
561, 297 
562, 408 
563, 604 
564, 594 
565, 610 
566, 491 
567, 280 
568, 291 
569, 526 
570, 886 
571, 852 
572, 783 
573, 775 
574, 640 
575, 454 
576, 525 
577, 895 
578, 846 
579, 853 
580, 752 
581, 673 
582, 503 
583, 714 
584, 981 
585, 1037 
586, 1033 
587, 1105 
588, 996 
589, 634 
590, 766 
591, 1223 
592, 1703 
593, 1774 
594, 1562 
595, 1357 
596, 966 
597, 1206 
598, 1842 
599, 2086 
600, 2056 
601, 1882 
602, 1677 
603, 1201 
604, 1753 
605, 2205 
606, 2379 
607, 2230 
608, 2250 
609, 1806 
610, 1390 
611, 1360 
612, 1953 
613, 2601 
614, 2895 
615, 2682 
616, 2367 
617, 1800 
618, 2229 
619, 2833 
620, 2950 
621, 2712 
622, 2835 
623, 2377 
624, 1741 
625, 2104 
626, 2640 
627, 2679 
628, 2696 
629, 2711 
630, 2252 
631, 1700 
632, 1937 
633, 2641 
634, 2692 
635, 2667 
636, 2361 
637, 1979 
638, 1392 
639, 1538 
640, 2244 
641, 2115 
642, 2060 
643, 1947 
644, 1517 
645, 1185 
646, 1401 
647, 1793 
648, 1516 
649, 1375 
650, 1605 
651, 1383 
652, 970 
653, 1080 
654, 1520 
655, 1465 
656, 1431 
657, 1275 
658, 1157 
659, 887 
660, 981 
661, 1504 
662, 1426 
663, 1511 
664, 1232 
665, 760 
666, 770 
667, 1295 
668, 1813 
669, 1831 
670, 1930 
671, 1921 
672, 1005 
673, 1058 
674, 1858 
675, 3134 
676, 3799 
677, 4380 
678, 4064 
679, 4069 
680, 3922 
681, 4847 
682, 7291 
683, 8270 
684, 9284 
685, 9454 
686, 8904 
687, 7533 
688, 9509 
689, 12500 
690, 14757 
691, 14449 
692, 13674 
693, 14780 
694, 14291 
695, 18446 
696, 24037 
697, 26727 
698, 29175 
699, 28480 
700, 26244 
701, 22192 
702, 29844 
703, 35197 
704, 37468 
705, 36297 
706, 34328 
707, 31063 
708, 24970 
709, 33362 
710, 36635 
711, 38446 
712, 35841 
713, 35038 
714, 28076 
715, 22845 
716, 30971 
717, 35789 
718, 34117 
719, 33769 
720, 30398 
721, 23254 
722, 18380 
723, 24700 
724, 30675 
725, 29135 
726, 27739 
727, 23821 
728, 18148 
729, 13928 
730, 20400 
731, 23395 
732, 23132 
733, 20503 
734, 19353 
735, 13820 
736, 10815 
737, 16341 
738, 18995 
739, 18326 
740, 17371 
741, 15136 
742, 10650 
743, 8716 
744, 12566 
745, 15735 
746, 14525 
747, 12357 
748, 10472 
749, 7555 
750, 5045 
751, 8025 
752, 9414 
753, 8247 
754, 7448 
755, 6480 
756, 4463 
