757, 3017 
758, 5603 
759, 6074 
760, 5564 
761, 4823 
762, 4148 
763, 2711 
764, 1932 
765, 3689 
766, 4432 
767, 3820 
768, 3368 
769, 3057 
770, 2209 
771, 1478 
772, 2742 
773, 2937 
774, 2771 
775, 2516 
776, 1424 
777, 1172 
778, 1102 
779, 2515 
780, 2897 
781, 2669 
782, 2539 
783, 1909 
784, 1300 
785, 993 
786, 1918 
787, 2397 
788, 2182 
789, 2124 
790, 2117 
791, 1481 
792, 1025 
793, 2302 
794, 2978 
795, 2961 
796, 2926 
797, 2858 
798, 1972 
799, 1462 
800, 3048 
801, 4039 
802, 4333 
803, 4413 
804, 4206 
805, 3444 
806, 2290 
807, 4747 
808, 6098 
809, 6198 
810, 5483 
811, 5443 
812, 3627 
813, 3179 
814, 6010 
815, 7550 
816, 7925 
817, 7874 
818, 7370 
819, 5071 
820, 3406 
821, 6721 
822, 8513 
823, 8381 
824, 8364 
825, 7575 
826, 6533 
827, 4278 
828, 9322 
829, 11109 
830, 11027 
831, 10667 
832, 9529 
833, 8108 
834, 4803 
835, 9448 
836, 11754 
837, 12111 
838, 10842 
839, 10355 
840, 7149 
841, 4326 
842, 8759 
843, 8038 
844, 10834 
845, 11906 
846, 10433 
847, 7806 
848, 4981 
849, 6106 
850, 10751 
851, 11490 
852, 10522 
853, 9101 
854, 6193 
855, 4658 
856, 8842 
857, 10316 
858, 9677 
859, 9074 
860, 8730 
861, 5789 
862, 4239 
863, 8351 
864, 9468 
865, 8867 
866, 7574 
867, 6414 
868, 4427 
869, 3576 
870, 6922 
871, 8341 
872, 7833 
873, 7736 
874, 7546 
875, 5844 
876, 4295 
877, 8900 
878, 9829 
879, 9316 
880, 8937 
881, 7779 
882, 6286 
883, 4938 
884, 9773 
885, 11525 
886, 11216 
887, 10672 
888, 9563 
889, 7256 
890, 5546 
891, 11091 
892, 13198 
893, 12598 
894, 11664 
895, 10282 
896, 7267 
897, 5132 
898, 6065 
899, 10161 
900, 11599 
901, 10295 
902, 9239 
903, 6767 
904, 4467 
905, 8226 
906, 9114 
907, 8446 
908, 7455 
909, 6657 
910, 4659 
911, 3348 
912, 5676 
913, 6537 
914, 6418 
915, 5100 
916, 4639 
917, 3445 
918, 2357 
919, 4961 
920, 5717 
921, 5067 
922, 4363 
923, 3861 
924, 2637 
925, 1906 
926, 3755 
927, 4233 
928, 3547 
929, 3028 
930, 1799 
931, 1511 
932, 1353 
933, 1703 
934, 4050 
935, 4559 
936, 4262 
937, 3914 
938, 2692 
939, 1873 
940, 3898 
941, 3984 
942, 3766 
943, 3399 
944, 2958 
945, 2083 
946, 1742 
947, 3301 
948, 3617 
949, 3302 
950, 3495 
951, 3312 
952, 2235 
953, 1727 
954, 2329 
955, 4796 
956, 5196 
957, 4771 
958, 4155 
959, 3225 
960, 2663 
961, 5611 
962, 6201 
963, 5899 
964, 5750 
965, 5432 
966, 3854 
967, 3145 
968, 6324 
969, 7366 
970, 6867 
971, 6163 
972, 5228 
973, 3763 
974, 2539 
975, 3139 
976, 3666 
977, 7467 
978, 8745 
979, 7557 
980, 5124 
981, 3829 
982, 7351 
983, 7791 
984, 6930 
985, 6290 
986, 5575 
987, 3910 
988, 2977 
989, 6500 
990, 6674 
991, 6123 
992, 5809 
993, 5202 
994, 3543 
995, 2633 
996, 5490 
997, 5846 
998, 5369 
999, 4460 
1000, 4077 
1001, 2819 
1002, 2291 
1003, 4772 
1004, 4765 
1005, 4274 
1006, 3858 
1007, 3347 
1008, 2225 
1009, 1834 
1010, 4050 
1011, 4027 
1012, 3323 
1013, 2241 
1014, 3067 
1015, 2249 
1016, 1985 
1017, 4086 
1018, 4062 
1019, 3847 
1020, 3613 
1021, 3324 
1022, 2505 
1023, 2092 
1024, 4208 
1025, 4713 
1026, 4475 
1027, 4256 
1028, 3749 
1029, 2593 
1030, 2008 
1031, 5517 
1032, 6009 
1033, 5567 
1034, 5026 
1035, 4207 
1036, 2309 
1037, 1305 
1038, 2467 
1039, 4839 
1040, 5109 
1041, 4162 
1042, 3578 
1043, 2414 
1044, 1919 
